gene_name,gene_id,start,end,chromosome,chromosome_nc
KRT9,gene-KRT9,64669805,64677091,chr16,NC_023657.1
KRT19,gene-KRT19,64714497,64719805,chr16,NC_023657.1
KRT15,gene-KRT15,64723180,64729589,chr16,NC_023657.1
KRT13,gene-KRT13,64735285,64740791,chr16,NC_023657.1
KRT36,gene-KRT36,64750775,64755040,chr16,NC_023657.1
KRT35,gene-KRT35,64759441,64764085,chr16,NC_023657.1
KRT32,gene-KRT32,64772775,64781504,chr16,NC_023657.1
KRT38,gene-KRT38,64789818,64797616,chr16,NC_023657.1
LOC103243456,gene-LOC103243456,64808616,64814238,chr16,NC_023657.1
LOC103243458,gene-LOC103243458,64820358,64828716,chr16,NC_023657.1
LOC103243459,gene-LOC103243459,64835642,64840346,chr16,NC_023657.1
KRT34,gene-KRT34,64851026,64855918,chr16,NC_023657.1
KRT33B,gene-KRT33B,64862981,64870078,chr16,NC_023657.1
LOC103243462,gene-LOC103243462,64878798,64889567,chr16,NC_023657.1
LOC103243463,gene-LOC103243463,64905527,64907749,chr16,NC_023657.1
LOC103243464,gene-LOC103243464,64913100,64915562,chr16,NC_023657.1
LOC103243465,gene-LOC103243465,64918394,64921743,chr16,NC_023657.1
LOC103243478,gene-LOC103243478,64934624,64936321,chr16,NC_023657.1
LOC103243861,gene-LOC103243861,64945687,64946600,chr16,NC_023657.1
LOC103243477,gene-LOC103243477,64951095,64957674,chr16,NC_023657.1
LOC103243475,gene-LOC103243475,64972057,64973963,chr16,NC_023657.1
LOC103243474,gene-LOC103243474,65000880,65002151,chr16,NC_023657.1
LOC103243473,gene-LOC103243473,65006776,65008678,chr16,NC_023657.1
LOC103243862,gene-LOC103243862,65017451,65023697,chr16,NC_023657.1
LOC103243472,gene-LOC103243472,65026911,65029812,chr16,NC_023657.1
LOC103243471,gene-LOC103243471,65039630,65041633,chr16,NC_023657.1
LOC103243469,gene-LOC103243469,65045592,65047277,chr16,NC_023657.1
LOC103243863,gene-LOC103243863,65056938,65059311,chr16,NC_023657.1
LOC103243468,gene-LOC103243468,65061745,65068758,chr16,NC_023657.1
LOC103243467,gene-LOC103243467,65084134,65086631,chr16,NC_023657.1
LOC103243466,gene-LOC103243466,65090779,65092279,chr16,NC_023657.1
LOC103243479,gene-LOC103243479,65099348,65113982,chr16,NC_023657.1
LOC103243482,gene-LOC103243482,65118263,65120278,chr16,NC_023657.1
LOC103243481,gene-LOC103243481,65122006,65131889,chr16,NC_023657.1
LOC103243480,gene-LOC103243480,65123638,65126003,chr16,NC_023657.1
LOC103243484,gene-LOC103243484,65135711,65137340,chr16,NC_023657.1
LOC103243485,gene-LOC103243485,65139532,65142419,chr16,NC_023657.1
LOC103243500,gene-LOC103243500,65148105,65149669,chr16,NC_023657.1
LOC103243498,gene-LOC103243498,65152263,65154896,chr16,NC_023657.1
LOC103243497,gene-LOC103243497,65155124,65157454,chr16,NC_023657.1
LOC103243496,gene-LOC103243496,65173752,65175181,chr16,NC_023657.1
LOC103243495,gene-LOC103243495,65180633,65184585,chr16,NC_023657.1
LOC103243494,gene-LOC103243494,65188815,65190358,chr16,NC_023657.1
KRT40,gene-KRT40,65197334,65205226,chr16,NC_023657.1
KRT39,gene-KRT39,65215462,65225991,chr16,NC_023657.1
KRT23,gene-KRT23,65242672,65259363,chr16,NC_023657.1
LOC103243490,gene-LOC103243490,65253767,65283428,chr16,NC_023657.1
KRT20,gene-KRT20,65296604,65307912,chr16,NC_023657.1
KRT12,gene-KRT12,65316412,65322890,chr16,NC_023657.1
TMEM99,gene-TMEM99,65350270,65351125,chr16,NC_023657.1
KRT10,gene-KRT10,65361893,65367634,chr16,NC_023657.1
KRT28,gene-KRT28,65382405,65393526,chr16,NC_023657.1
KRT27,gene-KRT27,65401533,65409006,chr16,NC_023657.1
LOC103243504,gene-LOC103243504,65412225,65413931,chr16,NC_023657.1
KRT25,gene-KRT25,65428682,65437590,chr16,NC_023657.1
LOC103243502,gene-LOC103243502,65429987,65499026,chr16,NC_023657.1
KRT24,gene-KRT24,65480506,65486441,chr16,NC_023657.1
KRT222,gene-KRT222,65521578,65532246,chr16,NC_023657.1
SMARCE1,gene-SMARCE1,65539138,65559810,chr16,NC_023657.1
CCR7,gene-CCR7,65620632,65632394,chr16,NC_023657.1
TNS4,gene-TNS4,65687972,65705437,chr16,NC_023657.1
IGFBP4,gene-IGFBP4,65722216,65737380,chr16,NC_023657.1
TOP2A,gene-TOP2A,65761391,65792041,chr16,NC_023657.1
GJD3,gene-GJD3,65811111,65815128,chr16,NC_023657.1
RARA,gene-RARA,65817849,65866862,chr16,NC_023657.1
CDC6,gene-CDC6,65873341,65888180,chr16,NC_023657.1
WIPF2,gene-WIPF2,65897406,65922340,chr16,NC_023657.1
RAPGEFL1,gene-RAPGEFL1,65978561,65995738,chr16,NC_023657.1
CASC3,gene-CASC3,66001923,66037025,chr16,NC_023657.1
MSL1,gene-MSL1,66040879,66055975,chr16,NC_023657.1
LOC103243519,gene-LOC103243519,66056874,66057334,chr16,NC_023657.1
NR1D1,gene-NR1D1,66078990,66086927,chr16,NC_023657.1
THRA,gene-THRA,66087071,66118137,chr16,NC_023657.1
MED24,gene-MED24,66126580,66161589,chr16,NC_023657.1
CSF3,gene-CSF3,66162814,66166192,chr16,NC_023657.1
PSMD3,gene-PSMD3,66172833,66189851,chr16,NC_023657.1
GSDMA,gene-GSDMA,66193042,66209375,chr16,NC_023657.1
LRRC3C,gene-LRRC3C,66222782,66241944,chr16,NC_023657.1
ORMDL3,gene-ORMDL3,66243503,66249800,chr16,NC_023657.1
GSDMB,gene-GSDMB,66253562,66266391,chr16,NC_023657.1
ZPBP2,gene-ZPBP2,66289910,66299397,chr16,NC_023657.1
IKZF3,gene-IKZF3,66302107,66399152,chr16,NC_023657.1
GRB7,gene-GRB7,66416978,66427035,chr16,NC_023657.1
MIEN1,gene-MIEN1,66433591,66434989,chr16,NC_023657.1
ERBB2,gene-ERBB2,66435488,66464993,chr16,NC_023657.1
PGAP3,gene-PGAP3,66478426,66495631,chr16,NC_023657.1
PNMT,gene-PNMT,66496290,66498840,chr16,NC_023657.1
TCAP,gene-TCAP,66500535,66503455,chr16,NC_023657.1
STARD3,gene-STARD3,66503544,66530214,chr16,NC_023657.1
PPP1R1B,gene-PPP1R1B,66530640,66541025,chr16,NC_023657.1
NEUROD2,gene-NEUROD2,66557831,66563757,chr16,NC_023657.1
CDK12,gene-CDK12,66612238,66709437,chr16,NC_023657.1
LOC103243543,gene-LOC103243543,66629279,66634983,chr16,NC_023657.1
MED1,gene-MED1,66719393,66764902,chr16,NC_023657.1
FBXL20,gene-FBXL20,66766879,66909973,chr16,NC_023657.1
LOC103243546,gene-LOC103243546,66929546,66933035,chr16,NC_023657.1
STAC2,gene-STAC2,66942671,66958072,chr16,NC_023657.1
RPL19,gene-RPL19,66963846,66968662,chr16,NC_023657.1
CACNB1,gene-CACNB1,66971379,66994031,chr16,NC_023657.1
LOC103243547,gene-LOC103243547,66992043,66993520,chr16,NC_023657.1
ARL5C,gene-ARL5C,66994240,67008051,chr16,NC_023657.1
TRNAC-GCA,gene-TRNAC-GCA,67013968,67014039,chr16,NC_023657.1
TRNAC-GCA-2,gene-TRNAC-GCA-2,67014725,67014796,chr16,NC_023657.1
PLXDC1,gene-PLXDC1,67015482,67102761,chr16,NC_023657.1
LOC103243554,gene-LOC103243554,67131139,67153164,chr16,NC_023657.1
FBXO47,gene-FBXO47,67223861,67257997,chr16,NC_023657.1
LOC103243555,gene-LOC103243555,67262755,67264843,chr16,NC_023657.1
LASP1,gene-LASP1,67268442,67320473,chr16,NC_023657.1
TRNAC-GCA-3,gene-TRNAC-GCA-3,67320987,67321058,chr16,NC_023657.1
TRNAC-GCA-4,gene-TRNAC-GCA-4,67322636,67322707,chr16,NC_023657.1
TRNAC-GCA-5,gene-TRNAC-GCA-5,67331608,67331679,chr16,NC_023657.1
RPL23,gene-RPL23,67341370,67345141,chr16,NC_023657.1
C16H17orf98,gene-C16H17orf98,67351569,67363380,chr16,NC_023657.1
CWC25,gene-CWC25,67357118,67389809,chr16,NC_023657.1
TRNAC-GCA-6,gene-TRNAC-GCA-6,67364343,67364414,chr16,NC_023657.1
PIP4K2B,gene-PIP4K2B,67391786,67429560,chr16,NC_023657.1
PSMB3,gene-PSMB3,67430987,67442802,chr16,NC_023657.1
TRNAN-GUU,gene-TRNAN-GUU,67443758,67443831,chr16,NC_023657.1
PCGF2,gene-PCGF2,67447181,67461829,chr16,NC_023657.1
CISD3,gene-CISD3,67462038,67465843,chr16,NC_023657.1
MLLT6,gene-MLLT6,67466001,67490019,chr16,NC_023657.1
LOC103243565,gene-LOC103243565,67475359,67476581,chr16,NC_023657.1
LOC103243564,gene-LOC103243564,67505412,67515559,chr16,NC_023657.1
C16H17orf96,gene-C16H17orf96,67517405,67520630,chr16,NC_023657.1
SRCIN1,gene-SRCIN1,67585505,67662865,chr16,NC_023657.1
ARHGAP23,gene-ARHGAP23,67680015,67772050,chr16,NC_023657.1
SOCS7,gene-SOCS7,67784644,67839456,chr16,NC_023657.1
GPR179,gene-GPR179,67846627,67867877,chr16,NC_023657.1
LOC103243574,gene-LOC103243574,67858825,67872482,chr16,NC_023657.1
NPEPPS,gene-NPEPPS,67922363,68016494,chr16,NC_023657.1
LOC103243577,gene-LOC103243577,68030709,68033269,chr16,NC_023657.1
KPNB1,gene-KPNB1,68047473,68083290,chr16,NC_023657.1
TBKBP1,gene-TBKBP1,68092243,68110074,chr16,NC_023657.1
LOC103243579,gene-LOC103243579,68108664,68117221,chr16,NC_023657.1
TBX21,gene-TBX21,68131258,68145579,chr16,NC_023657.1
OSBPL7,gene-OSBPL7,68208121,68222684,chr16,NC_023657.1
MRPL10,gene-MRPL10,68224300,68232020,chr16,NC_023657.1
LRRC46,gene-LRRC46,68232086,68237800,chr16,NC_023657.1
SCRN2,gene-SCRN2,68238161,68241902,chr16,NC_023657.1
SP6,gene-SP6,68243319,68276951,chr16,NC_023657.1
SP2,gene-SP2,68297250,68328887,chr16,NC_023657.1
LOC103243590,gene-LOC103243590,68298064,68338701,chr16,NC_023657.1
PNPO,gene-PNPO,68338847,68360492,chr16,NC_023657.1
PRR15L,gene-PRR15L,68351811,68360522,chr16,NC_023657.1
CDK5RAP3,gene-CDK5RAP3,68367591,68382000,chr16,NC_023657.1
COPZ2,gene-COPZ2,68427797,68439622,chr16,NC_023657.1
NFE2L1,gene-NFE2L1,68449601,68463030,chr16,NC_023657.1
CBX1,gene-CBX1,68471298,68508180,chr16,NC_023657.1
LOC103243597,gene-LOC103243597,68491931,68493542,chr16,NC_023657.1
SNX11,gene-SNX11,68504236,68527676,chr16,NC_023657.1
LOC103243595,gene-LOC103243595,68527527,68538281,chr16,NC_023657.1
SKAP1,gene-SKAP1,68539842,68851594,chr16,NC_023657.1
LOC103243604,gene-LOC103243604,68542472,68551699,chr16,NC_023657.1
LOC103243602,gene-LOC103243602,68580595,68583995,chr16,NC_023657.1
LOC103243601,gene-LOC103243601,68690843,68716154,chr16,NC_023657.1
LOC103243606,gene-LOC103243606,68871361,68897080,chr16,NC_023657.1
HOXB1,gene-HOXB1,68940726,68945153,chr16,NC_023657.1
HOXB2,gene-HOXB2,68955651,68958422,chr16,NC_023657.1
LOC103243615,gene-LOC103243615,68956604,68964087,chr16,NC_023657.1
HOXB3,gene-HOXB3,68961877,69003718,chr16,NC_023657.1
LOC103243612,gene-LOC103243612,68965559,68995951,chr16,NC_023657.1
HOXB4,gene-HOXB4,68988621,68991574,chr16,NC_023657.1
LOC103243610,gene-LOC103243610,68991571,69017569,chr16,NC_023657.1
HOXB5,gene-HOXB5,69004385,69008789,chr16,NC_023657.1
HOXB6,gene-HOXB6,69008887,69018092,chr16,NC_023657.1
HOXB7,gene-HOXB7,69020325,69024362,chr16,NC_023657.1
HOXB8,gene-HOXB8,69025089,69027937,chr16,NC_023657.1
HOXB9,gene-HOXB9,69027926,69047020,chr16,NC_023657.1
LOC103243621,gene-LOC103243621,69048989,69061116,chr16,NC_023657.1
PRAC1,gene-PRAC1,69132373,69133399,chr16,NC_023657.1
PRAC2,gene-PRAC2,69134464,69135478,chr16,NC_023657.1
HOXB13,gene-HOXB13,69137561,69141615,chr16,NC_023657.1
TTLL6,gene-TTLL6,69179314,69232038,chr16,NC_023657.1
LOC103243625,gene-LOC103243625,69232511,69233540,chr16,NC_023657.1
CALCOCO2,gene-CALCOCO2,69242720,69274364,chr16,NC_023657.1
ATP5G1,gene-ATP5G1,69307094,69312257,chr16,NC_023657.1
UBE2Z,gene-UBE2Z,69322433,69342217,chr16,NC_023657.1
SNF8,gene-SNF8,69343260,69357843,chr16,NC_023657.1
GIP,gene-GIP,69367030,69377563,chr16,NC_023657.1
IGF2BP1,gene-IGF2BP1,69405923,69461613,chr16,NC_023657.1
B4GALNT2,gene-B4GALNT2,69538167,69575416,chr16,NC_023657.1
TRNAQ-UUG,gene-TRNAQ-UUG,69596452,69596523,chr16,NC_023657.1
GNGT2,gene-GNGT2,69609249,69613654,chr16,NC_023657.1
ABI3,gene-ABI3,69613308,69625887,chr16,NC_023657.1
PHOSPHO1,gene-PHOSPHO1,69626026,69633196,chr16,NC_023657.1
LOC103243638,gene-LOC103243638,69637325,69658902,chr16,NC_023657.1
ZNF652,gene-ZNF652,69697284,69762024,chr16,NC_023657.1
PHB,gene-PHB,69805968,69816792,chr16,NC_023657.1
LOC103243641,gene-LOC103243641,69836036,69844926,chr16,NC_023657.1
NGFR,gene-NGFR,69894000,69914209,chr16,NC_023657.1
NXPH3,gene-NXPH3,69967797,69975766,chr16,NC_023657.1
SPOP,gene-SPOP,69990554,70073241,chr16,NC_023657.1
LOC103243645,gene-LOC103243645,70076663,70083001,chr16,NC_023657.1
SLC35B1,gene-SLC35B1,70096008,70102714,chr16,NC_023657.1
FAM117A,gene-FAM117A,70104910,70158716,chr16,NC_023657.1
LOC103243646,gene-LOC103243646,70109474,70112043,chr16,NC_023657.1
C16H17orf99,gene-C16H17orf99,70172850,70178358,chr16,NC_023657.1
SYNGR2,gene-SYNGR2,70180139,70184694,chr16,NC_023657.1
TK1,gene-TK1,70186103,70200689,chr16,NC_023657.1
AFMID,gene-AFMID,70200453,70224190,chr16,NC_023657.1
BIRC5,gene-BIRC5,70226824,70237000,chr16,NC_023657.1
TMEM235,gene-TMEM235,70244579,70251937,chr16,NC_023657.1
LOC103243656,gene-LOC103243656,70256334,70260702,chr16,NC_023657.1
LOC103243657,gene-LOC103243657,70325643,70335141,chr16,NC_023657.1
SOCS3,gene-SOCS3,70353099,70356401,chr16,NC_023657.1
LOC103243870,gene-LOC103243870,70355494,70375385,chr16,NC_023657.1
PGS1,gene-PGS1,70375341,70423198,chr16,NC_023657.1
DNAH17,gene-DNAH17,70422079,70571126,chr16,NC_023657.1
CYTH1,gene-CYTH1,70652979,70755697,chr16,NC_023657.1
USP36,gene-USP36,70769133,70813274,chr16,NC_023657.1
TIMP2,gene-TIMP2,70819591,70850471,chr16,NC_023657.1
LOC103243668,gene-LOC103243668,70838179,70841065,chr16,NC_023657.1
LOC103243667,gene-LOC103243667,70846158,70855052,chr16,NC_023657.1
LOC103243666,gene-LOC103243666,70863574,70865488,chr16,NC_023657.1
LGALS3BP,gene-LGALS3BP,70941895,70950544,chr16,NC_023657.1
CANT1,gene-CANT1,70961172,70979915,chr16,NC_023657.1
LOC103243871,gene-LOC103243871,70971758,70994799,chr16,NC_023657.1
C1QTNF1,gene-C1QTNF1,70993035,71018240,chr16,NC_023657.1
ENGASE,gene-ENGASE,71043691,71057513,chr16,NC_023657.1
RBFOX3,gene-RBFOX3,71058257,71673053,chr16,NC_023657.1
LOC103243675,gene-LOC103243675,71098292,71104498,chr16,NC_023657.1
LOC103243674,gene-LOC103243674,71152510,71154273,chr16,NC_023657.1
ENPP7,gene-ENPP7,71693148,71701517,chr16,NC_023657.1
LOC103243679,gene-LOC103243679,71717989,71719164,chr16,NC_023657.1
LOC103243680,gene-LOC103243680,71734691,71741245,chr16,NC_023657.1
CBX2,gene-CBX2,71741476,71749234,chr16,NC_023657.1
CBX8,gene-CBX8,71755598,71760611,chr16,NC_023657.1
LOC103243683,gene-LOC103243683,71773914,71775919,chr16,NC_023657.1
LOC103243684,gene-LOC103243684,71789130,71790633,chr16,NC_023657.1
CBX4,gene-CBX4,71795919,71802184,chr16,NC_023657.1
LOC103243686,gene-LOC103243686,71883447,71890212,chr16,NC_023657.1
LOC103243688,gene-LOC103243688,71896094,71902331,chr16,NC_023657.1
TBC1D16,gene-TBC1D16,71906309,72003457,chr16,NC_023657.1
CCDC40,gene-CCDC40,72004087,72061889,chr16,NC_023657.1
GAA,gene-GAA,72064315,72083293,chr16,NC_023657.1
EIF4A3,gene-EIF4A3,72097692,72113112,chr16,NC_023657.1
CARD14,gene-CARD14,72152673,72193299,chr16,NC_023657.1
SGSH,gene-SGSH,72192559,72203230,chr16,NC_023657.1
SLC26A11,gene-SLC26A11,72203264,72233360,chr16,NC_023657.1
RNF213,gene-RNF213,72241519,72370710,chr16,NC_023657.1
LOC103243696,gene-LOC103243696,72345310,72348675,chr16,NC_023657.1
ENDOV,gene-ENDOV,72389005,72413206,chr16,NC_023657.1
NPTX1,gene-NPTX1,72438728,72449205,chr16,NC_023657.1
LOC103243699,gene-LOC103243699,72487514,72489380,chr16,NC_023657.1
LOC103243700,gene-LOC103243700,72498399,72502047,chr16,NC_023657.1
RPTOR,gene-RPTOR,72513593,72916950,chr16,NC_023657.1
LOC103243702,gene-LOC103243702,72711047,72714110,chr16,NC_023657.1
CHMP6,gene-CHMP6,72943048,72951121,chr16,NC_023657.1
BAIAP2,gene-BAIAP2,72986476,73065358,chr16,NC_023657.1
AATK,gene-AATK,73065222,73112198,chr16,NC_023657.1
LOC103243708,gene-LOC103243708,73102690,73104668,chr16,NC_023657.1
LOC103243707,gene-LOC103243707,73107489,73115627,chr16,NC_023657.1
CEP131,gene-CEP131,73138784,73172677,chr16,NC_023657.1
ENTHD2,gene-ENTHD2,73178955,73189920,chr16,NC_023657.1
C16H17orf89,gene-C16H17orf89,73190114,73192088,chr16,NC_023657.1
SLC38A10,gene-SLC38A10,73196407,73243008,chr16,NC_023657.1
TMEM105,gene-TMEM105,73255819,73324704,chr16,NC_023657.1
LOC103243876,gene-LOC103243876,73325372,73328409,chr16,NC_023657.1
LOC103243718,gene-LOC103243718,73332911,73338711,chr16,NC_023657.1
BAHCC1,gene-BAHCC1,73345746,73408585,chr16,NC_023657.1
ACTG1,gene-ACTG1,73456907,73459777,chr16,NC_023657.1
FSCN2,gene-FSCN2,73472582,73482440,chr16,NC_023657.1
LOC103243722,gene-LOC103243722,73482904,73498205,chr16,NC_023657.1
LOC103243721,gene-LOC103243721,73485380,73489751,chr16,NC_023657.1
NPLOC4,gene-NPLOC4,73499737,73570753,chr16,NC_023657.1
TSPAN10,gene-TSPAN10,73575261,73581398,chr16,NC_023657.1
PDE6G,gene-PDE6G,73582249,73594139,chr16,NC_023657.1
OXLD1,gene-OXLD1,73596584,73597765,chr16,NC_023657.1
CCDC137,gene-CCDC137,73598117,73603921,chr16,NC_023657.1
ARL16,gene-ARL16,73610965,73613693,chr16,NC_023657.1
HGS,gene-HGS,73613711,73632527,chr16,NC_023657.1
MRPL12,gene-MRPL12,73633786,73639142,chr16,NC_023657.1
SLC25A10,gene-SLC25A10,73643633,73652746,chr16,NC_023657.1
GCGR,gene-GCGR,73672490,73693297,chr16,NC_023657.1
FAM195B,gene-FAM195B,73696708,73707436,chr16,NC_023657.1
PPP1R27,gene-PPP1R27,73707640,73712070,chr16,NC_023657.1
P4HB,gene-P4HB,73718743,73733488,chr16,NC_023657.1
LOC103243805,gene-LOC103243805,73732733,73733140,chr16,NC_023657.1
ARHGDIA,gene-ARHGDIA,73741402,73745079,chr16,NC_023657.1
ALYREF,gene-ALYREF,73761763,73765560,chr16,NC_023657.1
ANAPC11,gene-ANAPC11,73765660,73773687,chr16,NC_023657.1
NPB,gene-NPB,73774767,73776311,chr16,NC_023657.1
PCYT2,gene-PCYT2,73777641,73784800,chr16,NC_023657.1
SIRT7,gene-SIRT7,73785223,73792773,chr16,NC_023657.1
MAFG,gene-MAFG,73793362,73801185,chr16,NC_023657.1
PYCR1,gene-PYCR1,73805680,73810707,chr16,NC_023657.1
MYADML2,gene-MYADML2,73812581,73815588,chr16,NC_023657.1
NOTUM,gene-NOTUM,73826835,73835453,chr16,NC_023657.1
ASPSCR1,gene-ASPSCR1,73841760,73904356,chr16,NC_023657.1
STRA13,gene-STRA13,73905670,73910622,chr16,NC_023657.1
LRRC45,gene-LRRC45,73910776,73918586,chr16,NC_023657.1
RAC3,gene-RAC3,73919086,73921647,chr16,NC_023657.1
DCXR,gene-DCXR,73923170,73925025,chr16,NC_023657.1
RFNG,gene-RFNG,73949286,73952869,chr16,NC_023657.1
GPS1,gene-GPS1,73952899,73958434,chr16,NC_023657.1
DUS1L,gene-DUS1L,73958826,73966931,chr16,NC_023657.1
FASN,gene-FASN,73988410,74008374,chr16,NC_023657.1
CCDC57,gene-CCDC57,74011224,74089976,chr16,NC_023657.1
LOC103243758,gene-LOC103243758,74026716,74028235,chr16,NC_023657.1
LOC103243880,gene-LOC103243880,74091928,74110720,chr16,NC_023657.1
LOC103243756,gene-LOC103243756,74124457,74125585,chr16,NC_023657.1
SLC16A3,gene-SLC16A3,74146799,74157626,chr16,NC_023657.1
CSNK1D,gene-CSNK1D,74157875,74192142,chr16,NC_023657.1
LOC103243762,gene-LOC103243762,74168008,74169032,chr16,NC_023657.1
LOC103243760,gene-LOC103243760,74192225,74194225,chr16,NC_023657.1
CD7,gene-CD7,74234604,74237479,chr16,NC_023657.1
LOC103243764,gene-LOC103243764,74235189,74235838,chr16,NC_023657.1
SECTM1,gene-SECTM1,74240021,74261333,chr16,NC_023657.1
TEX19,gene-TEX19,74269731,74272047,chr16,NC_023657.1
UTS2R,gene-UTS2R,74284472,74291074,chr16,NC_023657.1
LOC103243770,gene-LOC103243770,74298135,74301576,chr16,NC_023657.1
OGFOD3,gene-OGFOD3,74304837,74337948,chr16,NC_023657.1
HEXDC,gene-HEXDC,74338079,74360649,chr16,NC_023657.1
C16H17orf62,gene-C16H17orf62,74361248,74367686,chr16,NC_023657.1
NARF,gene-NARF,74374080,74401018,chr16,NC_023657.1
TRNAM-CAU,gene-TRNAM-CAU,74407389,74407460,chr16,NC_023657.1
FOXK2,gene-FOXK2,74426111,74506453,chr16,NC_023657.1
WDR45B,gene-WDR45B,74514729,74549860,chr16,NC_023657.1
LOC103243779,gene-LOC103243779,74554055,74558688,chr16,NC_023657.1
RAB40B,gene-RAB40B,74558970,74595967,chr16,NC_023657.1
LOC103243777,gene-LOC103243777,74577748,74580335,chr16,NC_023657.1
FN3KRP,gene-FN3KRP,74611687,74625621,chr16,NC_023657.1
FN3K,gene-FN3K,74634631,74645567,chr16,NC_023657.1
TBCD,gene-TBCD,74646620,74828874,chr16,NC_023657.1
LOC103243791,gene-LOC103243791,74681695,74686419,chr16,NC_023657.1
LOC103243790,gene-LOC103243790,74703307,74711754,chr16,NC_023657.1
ZNF750,gene-ZNF750,74720080,74731951,chr16,NC_023657.1
LOC103243788,gene-LOC103243788,74721252,74729879,chr16,NC_023657.1
LOC103243787,gene-LOC103243787,74785450,74787455,chr16,NC_023657.1
LOC103243786,gene-LOC103243786,74809203,74809880,chr16,NC_023657.1
B3GNTL1,gene-B3GNTL1,74825280,74964026,chr16,NC_023657.1
LOC103243782,gene-LOC103243782,74964109,74966596,chr16,NC_023657.1
METRNL,gene-METRNL,74985771,75000970,chr16,NC_023657.1
LOC103243794,gene-LOC103243794,75001001,75003441,chr16,NC_023657.1
LOC103243882,gene-LOC103243882,75054405,75059858,chr16,NC_023657.1
LOC103243795,gene-LOC103243795,75104880,75109468,chr16,NC_023657.1
TMEM30A,gene-TMEM30A,4877,36725,chr17,NC_023658.1
LOC103243885,gene-LOC103243885,45771,51466,chr17,NC_023658.1
COL12A1,gene-COL12A1,83473,205366,chr17,NC_023658.1
LOC103243886,gene-LOC103243886,90519,94300,chr17,NC_023658.1
LOC103243888,gene-LOC103243888,330709,335357,chr17,NC_023658.1
LOC103243889,gene-LOC103243889,355723,523981,chr17,NC_023658.1
LOC103243891,gene-LOC103243891,1121963,1123849,chr17,NC_023658.1
LOC103243892,gene-LOC103243892,1319095,1320544,chr17,NC_023658.1
CD109,gene-CD109,1322681,1461945,chr17,NC_023658.1
SLC17A5,gene-SLC17A5,1499110,1558954,chr17,NC_023658.1
EEF1A1,gene-EEF1A1,1626701,1630445,chr17,NC_023658.1
MTO1,gene-MTO1,1650818,1688362,chr17,NC_023658.1
MB21D1,gene-MB21D1,1697446,1723626,chr17,NC_023658.1
DDX43,gene-DDX43,1726285,1752561,chr17,NC_023658.1
OOEP,gene-OOEP,1775192,1777214,chr17,NC_023658.1
KHDC3L,gene-KHDC3L,1781156,1783344,chr17,NC_023658.1
DPPA5,gene-DPPA5,1793216,1794598,chr17,NC_023658.1
LOC103243905,gene-LOC103243905,1869399,1885804,chr17,NC_023658.1
KHDC1L,gene-KHDC1L,1902568,1907152,chr17,NC_023658.1
LOC103244000,gene-LOC103244000,1920324,1925346,chr17,NC_023658.1
KCNQ5,gene-KCNQ5,1932962,2495926,chr17,NC_023658.1
LOC103243911,gene-LOC103243911,2113518,2115431,chr17,NC_023658.1
LOC103243909,gene-LOC103243909,2415632,2420061,chr17,NC_023658.1
LOC103243915,gene-LOC103243915,2582225,2630301,chr17,NC_023658.1
RIMS1,gene-RIMS1,2690430,3176794,chr17,NC_023658.1
LOC103243921,gene-LOC103243921,3321055,3326552,chr17,NC_023658.1
LOC103243920,gene-LOC103243920,3324790,3383968,chr17,NC_023658.1
LOC103244001,gene-LOC103244001,3634520,3641269,chr17,NC_023658.1
OGFRL1,gene-OGFRL1,3751671,3766288,chr17,NC_023658.1
LOC103243924,gene-LOC103243924,3877395,3893685,chr17,NC_023658.1
LOC103243925,gene-LOC103243925,3945940,3969792,chr17,NC_023658.1
B3GAT2,gene-B3GAT2,4080648,4150371,chr17,NC_023658.1
SMAP1,gene-SMAP1,4149801,4333713,chr17,NC_023658.1
C17H6orf57,gene-C17H6orf57,4410081,4432885,chr17,NC_023658.1
LOC103243933,gene-LOC103243933,4436252,4439591,chr17,NC_023658.1
FAM135A,gene-FAM135A,4438643,4570653,chr17,NC_023658.1
COL9A1,gene-COL9A1,4570766,4761678,chr17,NC_023658.1
COL19A1,gene-COL19A1,4769466,5096036,chr17,NC_023658.1
LOC103243936,gene-LOC103243936,5135795,5149479,chr17,NC_023658.1
LMBRD1,gene-LMBRD1,5169347,5295565,chr17,NC_023658.1
LOC103243938,gene-LOC103243938,5334724,5348173,chr17,NC_023658.1
LOC103243939,gene-LOC103243939,5363282,5366495,chr17,NC_023658.1
BAI3,gene-BAI3,5543587,6287255,chr17,NC_023658.1
LOC103243940,gene-LOC103243940,6287537,6290888,chr17,NC_023658.1
LOC103243943,gene-LOC103243943,6659001,6674883,chr17,NC_023658.1
